RNAseq	miRNAseq	validated_c	predicted_c	normalized_counts_RNA_vs_miRNA_normalized_counts_correlation	Eigengene_RNA_vs_miRNA_Eigengene_correlation	Eigengene_RNA_vs_miRNA_hub_1_correlation	Eigengene_RNA_vs_miRNA_normalized_counts_correlation	hub_1_RNA_vs_miRNA_normalized_counts_correlation	hub_1_RNA_vs_miRNA_Eigengene_correlation	hub_1_RNA_vs_miRNA_hub_1_correlation	Target_SYMBOL	miRNA_name
ENSMUSG00000001986	MIMAT0000158	0	7	-0.82	-0.64	-0.63	-0.84	-0.81	-0.61	-0.63	Gria3	mmu-miR-146a-5p
ENSMUSG00000001986	MIMAT0000165	1	2	-0.97	-0.64	-0.63	-0.94	-0.93	-0.61	-0.63	Gria3	mmu-miR-155-5p
ENSMUSG00000002006	MIMAT0000154	0	0	0.55	-0.09	0.11	0.53	0.51	-0.12	0.09	Pdzd4	mmu-miR-142a-5p
ENSMUSG00000002006	MIMAT0000158	0	0	0.72	0.62	0.67	0.73	0.69	0.58	0.57	Pdzd4	mmu-miR-146a-5p
ENSMUSG00000002006	MIMAT0000165	1	0	0.68	0.62	0.67	0.78	0.77	0.58	0.57	Pdzd4	mmu-miR-155-5p
ENSMUSG00000002010	MIMAT0000154	0	0	-0.42	0.12	-0.04	-0.37	-0.38	0.08	-0.09	Idh3g	mmu-miR-142a-5p
ENSMUSG00000002010	MIMAT0000158	0	0	-0.57	-0.29	-0.35	-0.49	-0.51	-0.33	-0.38	Idh3g	mmu-miR-146a-5p
ENSMUSG00000002010	MIMAT0000165	0	0	-0.55	-0.29	-0.35	-0.52	-0.52	-0.33	-0.38	Idh3g	mmu-miR-155-5p
ENSMUSG00000002015	MIMAT0000154	0	0	-0.2	0.12	-0.04	-0.37	-0.38	0.08	-0.09	Bcap31	mmu-miR-142a-5p
ENSMUSG00000002015	MIMAT0000158	0	0	-0.35	-0.29	-0.35	-0.49	-0.51	-0.33	-0.38	Bcap31	mmu-miR-146a-5p
ENSMUSG00000002015	MIMAT0000165	1	0	-0.38	-0.29	-0.35	-0.52	-0.52	-0.33	-0.38	Bcap31	mmu-miR-155-5p
ENSMUSG00000002058	MIMAT0000154	0	0	0.39	-0.08	0.09	0.52	0.58	-0.01	0.16	Unc119	mmu-miR-142a-5p
ENSMUSG00000002058	MIMAT0000158	0	0	0.46	0.58	0.56	0.64	0.69	0.59	0.59	Unc119	mmu-miR-146a-5p
ENSMUSG00000002058	MIMAT0000165	1	0	0.67	0.58	0.56	0.88	0.89	0.59	0.59	Unc119	mmu-miR-155-5p
ENSMUSG00000002107	MIMAT0000154	1	3	-0.67	0.1	-0.1	-0.58	-0.56	0.13	-0.06	Celf2	mmu-miR-142a-5p
ENSMUSG00000002107	MIMAT0000158	1	6	-0.75	-0.67	-0.74	-0.72	-0.72	-0.6	-0.67	Celf2	mmu-miR-146a-5p
ENSMUSG00000002107	MIMAT0000165	1	4	-0.87	-0.67	-0.74	-0.85	-0.85	-0.6	-0.67	Celf2	mmu-miR-155-5p
ENSMUSG00000002108	MIMAT0000154	0	0	0.88	0.3	0.34	0.82	0.81	0.29	0.35	Nr1h3	mmu-miR-142a-5p
ENSMUSG00000002108	MIMAT0000158	0	0	0.88	0.72	0.67	0.92	0.93	0.73	0.68	Nr1h3	mmu-miR-146a-5p
ENSMUSG00000002108	MIMAT0000165	1	6	0.83	0.72	0.67	0.97	0.98	0.73	0.68	Nr1h3	mmu-miR-155-5p
ENSMUSG00000002111	MIMAT0000154	0	0	0.83	0.3	0.34	0.82	0.81	0.29	0.35	Spi1	mmu-miR-142a-5p
ENSMUSG00000002111	MIMAT0000158	0	0	0.81	0.72	0.67	0.92	0.93	0.73	0.68	Spi1	mmu-miR-146a-5p
ENSMUSG00000002111	MIMAT0000165	3	7	0.95	0.72	0.67	0.97	0.98	0.73	0.68	Spi1	mmu-miR-155-5p
ENSMUSG00000002129	MIMAT0000154	0	0	0.58	0.3	0.34	0.82	0.81	0.29	0.35	Sf3a1	mmu-miR-142a-5p
ENSMUSG00000002129	MIMAT0000158	0	0	0.74	0.72	0.67	0.92	0.93	0.73	0.68	Sf3a1	mmu-miR-146a-5p
ENSMUSG00000002129	MIMAT0000165	1	1	0.68	0.72	0.67	0.97	0.98	0.73	0.68	Sf3a1	mmu-miR-155-5p
ENSMUSG00000002147	MIMAT0000154	0	0	0.51	0.39	0.44	0.89	0.85	0.41	0.42	Stat6	mmu-miR-142a-5p
ENSMUSG00000002147	MIMAT0000158	0	0	0.65	0.72	0.71	0.84	0.84	0.76	0.7	Stat6	mmu-miR-146a-5p
ENSMUSG00000002147	MIMAT0000165	0	0	0.79	0.72	0.71	0.9	0.88	0.76	0.7	Stat6	mmu-miR-155-5p
ENSMUSG00000002190	MIMAT0000154	0	3	-0.63	-0.09	-0.09	-0.62	-0.55	-0.03	-0.06	Clgn	mmu-miR-142a-5p
ENSMUSG00000002190	MIMAT0000158	0	0	-0.77	-0.64	-0.63	-0.84	-0.81	-0.61	-0.63	Clgn	mmu-miR-146a-5p
ENSMUSG00000002190	MIMAT0000165	0	0	-0.9	-0.64	-0.63	-0.94	-0.93	-0.61	-0.63	Clgn	mmu-miR-155-5p
ENSMUSG00000002205	MIMAT0000154	0	0	0.59	0.04	0.26	0.6	0.55	-0.02	0.17	Vrk3	mmu-miR-142a-5p
ENSMUSG00000002205	MIMAT0000158	0	0	0.76	0.7	0.69	0.7	0.66	0.75	0.71	Vrk3	mmu-miR-146a-5p
ENSMUSG00000002205	MIMAT0000165	1	0	0.7	0.7	0.69	0.68	0.69	0.75	0.71	Vrk3	mmu-miR-155-5p
ENSMUSG00000002227	MIMAT0000154	0	0	0.59	0.34	0.47	0.6	0.59	0.35	0.42	Mov10	mmu-miR-142a-5p
ENSMUSG00000002227	MIMAT0000158	0	0	0.73	0.86	0.74	0.75	0.81	0.85	0.66	Mov10	mmu-miR-146a-5p
ENSMUSG00000002227	MIMAT0000165	0	0	0.59	0.86	0.74	0.65	0.71	0.85	0.66	Mov10	mmu-miR-155-5p
ENSMUSG00000002228	MIMAT0000154	0	0	0.52	-0.19	0.06	0.46	0.34	-0.33	-0.1	Ppm1j	mmu-miR-142a-5p
ENSMUSG00000002228	MIMAT0000158	0	0	0.71	0.66	0.75	0.6	0.53	0.57	0.71	Ppm1j	mmu-miR-146a-5p
ENSMUSG00000002228	MIMAT0000165	1	0	0.68	0.66	0.75	0.76	0.69	0.57	0.71	Ppm1j	mmu-miR-155-5p
ENSMUSG00000002233	MIMAT0000154	0	7	0.63	0.02	0.08	0.65	0.67	0.05	0.09	Rhoc	mmu-miR-142a-5p
ENSMUSG00000002233	MIMAT0000158	0	0	0.79	0.72	0.7	0.8	0.83	0.7	0.69	Rhoc	mmu-miR-146a-5p
ENSMUSG00000002233	MIMAT0000165	1	0	0.79	0.72	0.7	0.93	0.92	0.7	0.69	Rhoc	mmu-miR-155-5p
ENSMUSG00000002250	MIMAT0000154	0	0	0.7	0.3	0.34	0.82	0.81	0.29	0.35	Ppard	mmu-miR-142a-5p
ENSMUSG00000002250	MIMAT0000158	0	0	0.86	0.72	0.67	0.92	0.93	0.73	0.68	Ppard	mmu-miR-146a-5p
ENSMUSG00000002250	MIMAT0000165	1	0	0.88	0.72	0.67	0.97	0.98	0.73	0.68	Ppard	mmu-miR-155-5p
ENSMUSG00000002265	MIMAT0000154	0	3	-0.48	0.1	-0.1	-0.58	-0.56	0.13	-0.06	Peg3	mmu-miR-142a-5p
ENSMUSG00000002265	MIMAT0000158	0	0	-0.66	-0.67	-0.74	-0.72	-0.72	-0.6	-0.67	Peg3	mmu-miR-146a-5p
ENSMUSG00000002265	MIMAT0000165	1	3	-0.8	-0.67	-0.74	-0.85	-0.85	-0.6	-0.67	Peg3	mmu-miR-155-5p
ENSMUSG00000002266	MIMAT0000154	0	2	-0.25	0.1	-0.1	-0.58	-0.56	0.13	-0.06	Zim1	mmu-miR-142a-5p
ENSMUSG00000002266	MIMAT0000158	0	0	-0.38	-0.67	-0.74	-0.72	-0.72	-0.6	-0.67	Zim1	mmu-miR-146a-5p
ENSMUSG00000002266	MIMAT0000165	0	0	-0.51	-0.67	-0.74	-0.85	-0.85	-0.6	-0.67	Zim1	mmu-miR-155-5p
ENSMUSG00000002280	MIMAT0000154	0	0	0.67	0.32	0.57	0.78	0.75	0.41	0.64	Ciao3	mmu-miR-142a-5p
ENSMUSG00000002280	MIMAT0000158	0	0	0.66	0.53	0.63	0.6	0.6	0.48	0.49	Ciao3	mmu-miR-146a-5p
ENSMUSG00000002280	MIMAT0000165	1	0	0.6	0.53	0.63	0.66	0.6	0.48	0.49	Ciao3	mmu-miR-155-5p
ENSMUSG00000002325	MIMAT0000154	1	6	0.79	0.3	0.34	0.82	0.81	0.29	0.35	Irf9	mmu-miR-142a-5p
ENSMUSG00000002325	MIMAT0000158	0	0	0.88	0.72	0.67	0.92	0.93	0.73	0.68	Irf9	mmu-miR-146a-5p
ENSMUSG00000002325	MIMAT0000165	1	0	0.92	0.72	0.67	0.97	0.98	0.73	0.68	Irf9	mmu-miR-155-5p
ENSMUSG00000002332	MIMAT0000154	0	0	0.83	0.3	0.34	0.82	0.81	0.29	0.35	Dhrs1	mmu-miR-142a-5p
ENSMUSG00000002332	MIMAT0000158	0	0	0.9	0.72	0.67	0.92	0.93	0.73	0.68	Dhrs1	mmu-miR-146a-5p
ENSMUSG00000002332	MIMAT0000165	1	0	0.95	0.72	0.67	0.97	0.98	0.73	0.68	Dhrs1	mmu-miR-155-5p
ENSMUSG00000002365	MIMAT0000154	0	0	0.46	-0.04	0.06	0.57	0.56	-0.08	0.05	Snx9	mmu-miR-142a-5p
ENSMUSG00000002365	MIMAT0000158	0	0	0.78	0.66	0.66	0.81	0.79	0.66	0.71	Snx9	mmu-miR-146a-5p
ENSMUSG00000002365	MIMAT0000165	1	0	0.88	0.66	0.66	0.95	0.91	0.66	0.71	Snx9	mmu-miR-155-5p
ENSMUSG00000002393	MIMAT0000154	0	0	0.56	-0.04	0.06	0.57	0.56	-0.08	0.05	Nr2f6	mmu-miR-142a-5p
ENSMUSG00000002393	MIMAT0000158	0	0	0.78	0.66	0.66	0.81	0.79	0.66	0.71	Nr2f6	mmu-miR-146a-5p
ENSMUSG00000002393	MIMAT0000165	1	0	0.95	0.66	0.66	0.95	0.91	0.66	0.71	Nr2f6	mmu-miR-155-5p
ENSMUSG00000002413	MIMAT0000154	0	3	-0.45	0.1	-0.1	-0.58	-0.56	0.13	-0.06	Braf	mmu-miR-142a-5p
ENSMUSG00000002413	MIMAT0000158	1	5	-0.48	-0.67	-0.74	-0.72	-0.72	-0.6	-0.67	Braf	mmu-miR-146a-5p
ENSMUSG00000002413	MIMAT0000165	1	1	-0.63	-0.67	-0.74	-0.85	-0.85	-0.6	-0.67	Braf	mmu-miR-155-5p
ENSMUSG00000002455	MIMAT0000154	0	0	-0.37	0.12	-0.04	-0.37	-0.38	0.08	-0.09	Prpf6	mmu-miR-142a-5p
ENSMUSG00000002455	MIMAT0000158	0	0	-0.4	-0.29	-0.35	-0.49	-0.51	-0.33	-0.38	Prpf6	mmu-miR-146a-5p
ENSMUSG00000002455	MIMAT0000165	0	0	-0.5	-0.29	-0.35	-0.52	-0.52	-0.33	-0.38	Prpf6	mmu-miR-155-5p
ENSMUSG00000002458	MIMAT0000154	0	0	0.87	0.39	0.44	0.89	0.85	0.41	0.42	Rgs19	mmu-miR-142a-5p
ENSMUSG00000002458	MIMAT0000158	0	4	0.8	0.72	0.71	0.84	0.84	0.76	0.7	Rgs19	mmu-miR-146a-5p
ENSMUSG00000002458	MIMAT0000165	0	0	0.81	0.72	0.71	0.9	0.88	0.76	0.7	Rgs19	mmu-miR-155-5p
ENSMUSG00000002475	MIMAT0000154	0	2	-0.45	0.12	-0.04	-0.37	-0.38	0.08	-0.09	Abhd3	mmu-miR-142a-5p
ENSMUSG00000002475	MIMAT0000158	0	0	-0.51	-0.29	-0.35	-0.49	-0.51	-0.33	-0.38	Abhd3	mmu-miR-146a-5p
ENSMUSG00000002475	MIMAT0000165	0	0	-0.4	-0.29	-0.35	-0.52	-0.52	-0.33	-0.38	Abhd3	mmu-miR-155-5p
ENSMUSG00000002550	MIMAT0000154	0	0	0.66	0.36	0.21	0.64	0.6	0.43	0.24	Uck1	mmu-miR-142a-5p
ENSMUSG00000002550	MIMAT0000158	0	0	0.7	0.34	0.28	0.7	0.67	0.29	0.24	Uck1	mmu-miR-146a-5p
ENSMUSG00000002550	MIMAT0000165	1	0	0.77	0.34	0.28	0.75	0.67	0.29	0.24	Uck1	mmu-miR-155-5p
ENSMUSG00000002580	MIMAT0000154	0	0	0.1	-0.04	0.06	0.57	0.56	-0.08	0.05	Mien1	mmu-miR-142a-5p
ENSMUSG00000002580	MIMAT0000158	0	0	0.37	0.66	0.66	0.81	0.79	0.66	0.71	Mien1	mmu-miR-146a-5p
ENSMUSG00000002580	MIMAT0000165	1	0	0.58	0.66	0.66	0.95	0.91	0.66	0.71	Mien1	mmu-miR-155-5p
ENSMUSG00000002602	MIMAT0000154	0	4	0.71	0.3	0.34	0.82	0.81	0.29	0.35	Axl	mmu-miR-142a-5p
ENSMUSG00000002602	MIMAT0000158	0	6	0.87	0.72	0.67	0.92	0.93	0.73	0.68	Axl	mmu-miR-146a-5p
ENSMUSG00000002602	MIMAT0000165	1	2	0.95	0.72	0.67	0.97	0.98	0.73	0.68	Axl	mmu-miR-155-5p
ENSMUSG00000002633	MIMAT0000154	0	0	-0.56	0.1	-0.1	-0.58	-0.56	0.13	-0.06	Shh	mmu-miR-142a-5p
ENSMUSG00000002633	MIMAT0000158	0	0	-0.59	-0.67	-0.74	-0.72	-0.72	-0.6	-0.67	Shh	mmu-miR-146a-5p
ENSMUSG00000002633	MIMAT0000165	0	7	-0.53	-0.67	-0.74	-0.85	-0.85	-0.6	-0.67	Shh	mmu-miR-155-5p
ENSMUSG00000002699	MIMAT0000154	0	3	0.83	0.39	0.44	0.89	0.85	0.41	0.42	Lcp2	mmu-miR-142a-5p
ENSMUSG00000002699	MIMAT0000158	0	0	0.73	0.72	0.71	0.84	0.84	0.76	0.7	Lcp2	mmu-miR-146a-5p
ENSMUSG00000002699	MIMAT0000165	0	0	0.88	0.72	0.71	0.9	0.88	0.76	0.7	Lcp2	mmu-miR-155-5p
ENSMUSG00000002741	MIMAT0000154	0	0	0.48	-0.19	0.06	0.46	0.34	-0.33	-0.1	Ykt6	mmu-miR-142a-5p
ENSMUSG00000002741	MIMAT0000158	0	0	0.68	0.66	0.75	0.6	0.53	0.57	0.71	Ykt6	mmu-miR-146a-5p
ENSMUSG00000002741	MIMAT0000165	1	0	0.63	0.66	0.75	0.76	0.69	0.57	0.71	Ykt6	mmu-miR-155-5p
ENSMUSG00000002763	MIMAT0000154	0	0	0.7	-0.04	0.06	0.57	0.56	-0.08	0.05	Pex6	mmu-miR-142a-5p
ENSMUSG00000002763	MIMAT0000158	0	0	0.83	0.66	0.66	0.81	0.79	0.66	0.71	Pex6	mmu-miR-146a-5p
ENSMUSG00000002763	MIMAT0000165	1	0	0.84	0.66	0.66	0.95	0.91	0.66	0.71	Pex6	mmu-miR-155-5p
ENSMUSG00000002814	MIMAT0000154	0	0	-0.51	-0.09	-0.09	-0.62	-0.55	-0.03	-0.06	Top3a	mmu-miR-142a-5p
ENSMUSG00000002814	MIMAT0000158	0	0	-0.85	-0.64	-0.63	-0.84	-0.81	-0.61	-0.63	Top3a	mmu-miR-146a-5p
ENSMUSG00000002814	MIMAT0000165	1	1	-0.81	-0.64	-0.63	-0.94	-0.93	-0.61	-0.63	Top3a	mmu-miR-155-5p
ENSMUSG00000002820	MIMAT0000154	0	0	0.77	0.3	0.34	0.82	0.81	0.29	0.35	Atg4d	mmu-miR-142a-5p
ENSMUSG00000002820	MIMAT0000158	0	0	0.66	0.72	0.67	0.92	0.93	0.73	0.68	Atg4d	mmu-miR-146a-5p
ENSMUSG00000002820	MIMAT0000165	1	0	0.77	0.72	0.67	0.97	0.98	0.73	0.68	Atg4d	mmu-miR-155-5p
ENSMUSG00000002831	MIMAT0000154	0	0	0.51	0.36	0.21	0.64	0.6	0.43	0.24	Plin4	mmu-miR-142a-5p
ENSMUSG00000002831	MIMAT0000158	0	0	0.66	0.34	0.28	0.7	0.67	0.29	0.24	Plin4	mmu-miR-146a-5p
ENSMUSG00000002831	MIMAT0000165	1	0	0.72	0.34	0.28	0.75	0.67	0.29	0.24	Plin4	mmu-miR-155-5p
ENSMUSG00000002844	MIMAT0000154	0	0	0.2	-0.04	0.06	0.57	0.56	-0.08	0.05	Adprh	mmu-miR-142a-5p
ENSMUSG00000002844	MIMAT0000158	0	0	0.51	0.66	0.66	0.81	0.79	0.66	0.71	Adprh	mmu-miR-146a-5p
ENSMUSG00000002844	MIMAT0000165	1	0	0.7	0.66	0.66	0.95	0.91	0.66	0.71	Adprh	mmu-miR-155-5p
ENSMUSG00000002845	MIMAT0000154	0	0	-0.24	0.12	-0.04	-0.37	-0.38	0.08	-0.09	Tmem39a	mmu-miR-142a-5p
ENSMUSG00000002845	MIMAT0000158	0	0	-0.3	-0.29	-0.35	-0.49	-0.51	-0.33	-0.38	Tmem39a	mmu-miR-146a-5p
ENSMUSG00000002845	MIMAT0000165	0	0	-0.48	-0.29	-0.35	-0.52	-0.52	-0.33	-0.38	Tmem39a	mmu-miR-155-5p
ENSMUSG00000002897	MIMAT0000154	0	0	0.28	-0.04	0.06	0.57	0.56	-0.08	0.05	Il17ra	mmu-miR-142a-5p
ENSMUSG00000002897	MIMAT0000158	0	0	0.48	0.66	0.66	0.81	0.79	0.66	0.71	Il17ra	mmu-miR-146a-5p
ENSMUSG00000002897	MIMAT0000165	1	1	0.68	0.66	0.66	0.95	0.91	0.66	0.71	Il17ra	mmu-miR-155-5p
ENSMUSG00000002910	MIMAT0000154	0	0	0.52	0.12	0.06	0.49	0.51	0.04	0.02	Arrdc2	mmu-miR-142a-5p
ENSMUSG00000002910	MIMAT0000158	0	0	0.85	0.46	0.36	0.81	0.84	0.51	0.48	Arrdc2	mmu-miR-146a-5p
ENSMUSG00000002910	MIMAT0000165	1	2	0.78	0.46	0.36	0.86	0.88	0.51	0.48	Arrdc2	mmu-miR-155-5p
ENSMUSG00000002944	MIMAT0000154	0	0	0.89	0.3	0.34	0.82	0.81	0.29	0.35	Cd36	mmu-miR-142a-5p
ENSMUSG00000002944	MIMAT0000158	0	0	0.76	0.72	0.67	0.92	0.93	0.73	0.68	Cd36	mmu-miR-146a-5p
ENSMUSG00000002944	MIMAT0000165	1	2	0.54	0.72	0.67	0.97	0.98	0.73	0.68	Cd36	mmu-miR-155-5p
ENSMUSG00000002957	MIMAT0000154	0	0	-0.37	0.1	-0.1	-0.58	-0.56	0.13	-0.06	Ap2a2	mmu-miR-142a-5p
ENSMUSG00000002957	MIMAT0000158	0	4	-0.32	-0.67	-0.74	-0.72	-0.72	-0.6	-0.67	Ap2a2	mmu-miR-146a-5p
ENSMUSG00000002957	MIMAT0000165	1	0	-0.45	-0.67	-0.74	-0.85	-0.85	-0.6	-0.67	Ap2a2	mmu-miR-155-5p
ENSMUSG00000002968	MIMAT0000154	0	0	0.5	-0.04	0.06	0.57	0.56	-0.08	0.05	Med25	mmu-miR-142a-5p
ENSMUSG00000002968	MIMAT0000158	0	0	0.76	0.66	0.66	0.81	0.79	0.66	0.71	Med25	mmu-miR-146a-5p
ENSMUSG00000002968	MIMAT0000165	1	0	0.79	0.66	0.66	0.95	0.91	0.66	0.71	Med25	mmu-miR-155-5p
ENSMUSG00000002983	MIMAT0000154	0	0	0.63	-0.11	-0.14	0.52	0.57	-0.05	-0.06	Relb	mmu-miR-142a-5p
ENSMUSG00000002983	MIMAT0000158	1	3	0.68	0.51	0.54	0.7	0.7	0.52	0.53	Relb	mmu-miR-146a-5p
ENSMUSG00000002983	MIMAT0000165	1	0	0.87	0.51	0.54	0.89	0.94	0.52	0.53	Relb	mmu-miR-155-5p
ENSMUSG00000002984	MIMAT0000154	0	0	0.38	-0.04	0.06	0.57	0.56	-0.08	0.05	Tomm40	mmu-miR-142a-5p
ENSMUSG00000002984	MIMAT0000158	0	0	0.54	0.66	0.66	0.81	0.79	0.66	0.71	Tomm40	mmu-miR-146a-5p
ENSMUSG00000002984	MIMAT0000165	0	0	0.79	0.66	0.66	0.95	0.91	0.66	0.71	Tomm40	mmu-miR-155-5p
ENSMUSG00000002985	MIMAT0000154	0	0	0.55	-0.04	0.06	0.57	0.56	-0.08	0.05	Apoe	mmu-miR-142a-5p
ENSMUSG00000002985	MIMAT0000158	0	0	0.78	0.66	0.66	0.81	0.79	0.66	0.71	Apoe	mmu-miR-146a-5p
ENSMUSG00000002985	MIMAT0000165	1	0	0.94	0.66	0.66	0.95	0.91	0.66	0.71	Apoe	mmu-miR-155-5p
ENSMUSG00000003068	MIMAT0000154	0	4	0.52	-0.19	0.06	0.46	0.34	-0.33	-0.1	Stk11	mmu-miR-142a-5p
ENSMUSG00000003068	MIMAT0000158	0	0	0.52	0.66	0.75	0.6	0.53	0.57	0.71	Stk11	mmu-miR-146a-5p
ENSMUSG00000003068	MIMAT0000165	1	0	0.83	0.66	0.75	0.76	0.69	0.57	0.71	Stk11	mmu-miR-155-5p
ENSMUSG00000003072	MIMAT0000154	0	0	0.38	-0.19	0.06	0.46	0.34	-0.33	-0.1	Atp5d	mmu-miR-142a-5p
ENSMUSG00000003072	MIMAT0000158	0	0	0.63	0.66	0.75	0.6	0.53	0.57	0.71	Atp5d	mmu-miR-146a-5p
ENSMUSG00000003072	MIMAT0000165	0	0	0.84	0.66	0.75	0.76	0.69	0.57	0.71	Atp5d	mmu-miR-155-5p
ENSMUSG00000003099	MIMAT0000154	0	0	0.54	-0.09	0.12	0.55	0.58	0.04	0.25	Ppp5c	mmu-miR-142a-5p
ENSMUSG00000003099	MIMAT0000158	0	0	0.66	0.72	0.81	0.58	0.64	0.82	0.84	Ppp5c	mmu-miR-146a-5p
ENSMUSG00000003099	MIMAT0000165	0	0	0.85	0.72	0.81	0.72	0.72	0.82	0.84	Ppp5c	mmu-miR-155-5p
ENSMUSG00000003154	MIMAT0000154	0	5	0.2	0.12	0.06	0.49	0.51	0.04	0.02	Foxj2	mmu-miR-142a-5p
ENSMUSG00000003154	MIMAT0000158	0	0	0.46	0.46	0.36	0.81	0.84	0.51	0.48	Foxj2	mmu-miR-146a-5p
ENSMUSG00000003154	MIMAT0000165	1	0	0.68	0.46	0.36	0.86	0.88	0.51	0.48	Foxj2	mmu-miR-155-5p
ENSMUSG00000003166	MIMAT0000154	1	2	0.56	-0.16	-0.04	0.59	0.63	-0.09	-0.03	Dgcr2	mmu-miR-142a-5p
ENSMUSG00000003166	MIMAT0000158	0	0	0.62	0.53	0.65	0.7	0.69	0.55	0.66	Dgcr2	mmu-miR-146a-5p
ENSMUSG00000003166	MIMAT0000165	1	0	0.66	0.53	0.65	0.87	0.87	0.55	0.66	Dgcr2	mmu-miR-155-5p
ENSMUSG00000003199	MIMAT0000154	0	0	0.44	-0.04	0.06	0.57	0.56	-0.08	0.05	Mpnd	mmu-miR-142a-5p
ENSMUSG00000003199	MIMAT0000158	0	0	0.57	0.66	0.66	0.81	0.79	0.66	0.71	Mpnd	mmu-miR-146a-5p
ENSMUSG00000003199	MIMAT0000165	1	0	0.7	0.66	0.66	0.95	0.91	0.66	0.71	Mpnd	mmu-miR-155-5p
ENSMUSG00000003233	MIMAT0000154	0	0	0.56	0.36	0.21	0.64	0.6	0.43	0.24	Dvl3	mmu-miR-142a-5p
ENSMUSG00000003233	MIMAT0000158	0	0	0.63	0.34	0.28	0.7	0.67	0.29	0.24	Dvl3	mmu-miR-146a-5p
ENSMUSG00000003233	MIMAT0000165	0	0	0.68	0.34	0.28	0.75	0.67	0.29	0.24	Dvl3	mmu-miR-155-5p
ENSMUSG00000003269	MIMAT0000154	0	0	0.6	0.04	0.26	0.6	0.55	-0.02	0.17	Cyth2	mmu-miR-142a-5p
ENSMUSG00000003269	MIMAT0000158	0	0	0.62	0.7	0.69	0.7	0.66	0.75	0.71	Cyth2	mmu-miR-146a-5p
ENSMUSG00000003269	MIMAT0000165	1	0	0.73	0.7	0.69	0.68	0.69	0.75	0.71	Cyth2	mmu-miR-155-5p
ENSMUSG00000003283	MIMAT0000154	0	0	0.77	0.3	0.34	0.82	0.81	0.29	0.35	Hck	mmu-miR-142a-5p
ENSMUSG00000003283	MIMAT0000158	0	0	0.86	0.72	0.67	0.92	0.93	0.73	0.68	Hck	mmu-miR-146a-5p
ENSMUSG00000003283	MIMAT0000165	1	0	0.9	0.72	0.67	0.97	0.98	0.73	0.68	Hck	mmu-miR-155-5p
ENSMUSG00000003299	MIMAT0000154	0	0	0.17	-0.09	0.12	0.55	0.58	0.04	0.25	Mrpl4	mmu-miR-142a-5p
ENSMUSG00000003299	MIMAT0000158	0	0	0.28	0.72	0.81	0.58	0.64	0.82	0.84	Mrpl4	mmu-miR-146a-5p
ENSMUSG00000003299	MIMAT0000165	1	0	0.31	0.72	0.81	0.72	0.72	0.82	0.84	Mrpl4	mmu-miR-155-5p
ENSMUSG00000003344	MIMAT0000154	0	0	0.2	-0.19	0.06	0.46	0.34	-0.33	-0.1	Btbd2	mmu-miR-142a-5p
ENSMUSG00000003344	MIMAT0000158	0	0	0.5	0.66	0.75	0.6	0.53	0.57	0.71	Btbd2	mmu-miR-146a-5p
ENSMUSG00000003344	MIMAT0000165	1	0	0.69	0.66	0.75	0.76	0.69	0.57	0.71	Btbd2	mmu-miR-155-5p
ENSMUSG00000003345	MIMAT0000154	0	0	0.48	-0.04	0.06	0.57	0.56	-0.08	0.05	Csnk1g2	mmu-miR-142a-5p
ENSMUSG00000003345	MIMAT0000158	0	0	0.68	0.66	0.66	0.81	0.79	0.66	0.71	Csnk1g2	mmu-miR-146a-5p
ENSMUSG00000003345	MIMAT0000165	2	8	0.89	0.66	0.66	0.95	0.91	0.66	0.71	Csnk1g2	mmu-miR-155-5p
ENSMUSG00000003346	MIMAT0000154	0	0	0.51	-0.16	-0.04	0.59	0.63	-0.09	-0.03	Abhd17a	mmu-miR-142a-5p
ENSMUSG00000003346	MIMAT0000158	0	0	0.53	0.53	0.65	0.7	0.69	0.55	0.66	Abhd17a	mmu-miR-146a-5p
ENSMUSG00000003346	MIMAT0000165	1	0	0.76	0.53	0.65	0.87	0.87	0.55	0.66	Abhd17a	mmu-miR-155-5p
ENSMUSG00000003352	MIMAT0000154	0	0	0.38	-0.04	0.06	0.57	0.56	-0.08	0.05	Cacnb3	mmu-miR-142a-5p
ENSMUSG00000003352	MIMAT0000158	0	4	0.73	0.66	0.66	0.81	0.79	0.66	0.71	Cacnb3	mmu-miR-146a-5p
ENSMUSG00000003352	MIMAT0000165	0	0	0.85	0.66	0.66	0.95	0.91	0.66	0.71	Cacnb3	mmu-miR-155-5p
ENSMUSG00000003378	MIMAT0000154	0	0	0.2	-0.09	0.11	0.53	0.51	-0.12	0.09	Grik5	mmu-miR-142a-5p
ENSMUSG00000003378	MIMAT0000158	0	0	0.57	0.62	0.67	0.73	0.69	0.58	0.57	Grik5	mmu-miR-146a-5p
ENSMUSG00000003378	MIMAT0000165	1	0	0.66	0.62	0.67	0.78	0.77	0.58	0.57	Grik5	mmu-miR-155-5p
ENSMUSG00000003410	MIMAT0000154	0	0	0.4	-0.04	0.06	0.57	0.56	-0.08	0.05	Elavl3	mmu-miR-142a-5p
ENSMUSG00000003410	MIMAT0000158	0	0	0.75	0.66	0.66	0.81	0.79	0.66	0.71	Elavl3	mmu-miR-146a-5p
ENSMUSG00000003410	MIMAT0000165	1	0	0.86	0.66	0.66	0.95	0.91	0.66	0.71	Elavl3	mmu-miR-155-5p
